,months_as_customer,age,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
952,252,46,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,14920,14920,59680,N
953,229,43,250/500,2000,1585.54,0,MALE,High School,protective-serv,not-in-family,42600,-44400,Vehicle Theft,NO Collision,Minor Damage,No Authorities Contacted,3,1,NO,1,0,YES,4620,420,840,3360,N
954,246,39,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,other-relative,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,NO,45180,5020,5020,35140,N
955,190,38,250/500,500,1246.03,0,MALE,JD,craft-repair,unmarried,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,9020,4510,31570,N
956,95,32,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,not-in-family,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,0,3,YES,83160,15120,15120,52920,N
957,205,42,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,other-relative,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,15660,15660,54810,N
958,41,25,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,wife,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,9600,4800,33600,N
959,137,35,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,husband,0,-45300,Vehicle Theft,NO Collision,Minor Damage,Police,21,1,NO,0,0,YES,3300,600,600,2100,N
960,194,34,100/300,500,1429.96,0,FEMALE,JD,protective-serv,husband,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,11440,5720,40040,N
961,128,35,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,husband,0,-48800,Vehicle Theft,NO Collision,Trivial Damage,Police,16,1,NO,2,0,NO,7590,1380,690,5520,N
962,150,37,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,unmarried,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,NO,80080,12320,12320,55440,N
963,104,30,100/300,500,1052.85,0,FEMALE,MD,protective-serv,other-relative,0,-70100,Vehicle Theft,NO Collision,Minor Damage,Police,8,1,NO,0,0,YES,4800,960,480,3360,N
964,163,37,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,own-child,0,-36400,Vehicle Theft,NO Collision,Minor Damage,Police,7,1,NO,2,1,YES,3900,390,780,2730,Y
965,80,26,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,other-relative,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,NO,0,0,NO,90400,9040,9040,72320,N
966,65,29,250/500,2000,1441.6,5000000,FEMALE,MD,sales,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,YES,0,0,NO,62900,6290,12580,44030,N
967,179,32,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,own-child,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,YES,1,2,NO,54200,5420,10840,37940,Y
968,372,50,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,NO,2,2,YES,51800,5180,10360,36260,N
969,398,55,250/500,500,862.19,0,MALE,High School,adm-clerical,unmarried,69400,0,Vehicle Theft,NO Collision,Trivial Damage,Police,7,1,NO,2,3,NO,6600,600,1200,4800,N
970,213,35,250/500,500,871.46,0,MALE,MD,tech-support,husband,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,13480,6740,53920,N
971,79,25,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,not-in-family,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,NO,67800,13560,6780,47460,N
972,232,44,250/500,2000,1181.64,0,MALE,College,other-service,wife,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,NO,1,1,YES,55400,5540,11080,38780,Y
973,230,37,500/1000,1000,1060.74,0,MALE,PhD,tech-support,own-child,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,NO,49100,9820,4910,34370,Y
974,234,41,100/300,500,951.56,0,FEMALE,JD,transport-moving,wife,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,NO,98280,15120,7560,75600,Y
975,240,40,100/300,500,1533.71,9000000,FEMALE,JD,protective-serv,own-child,0,-70900,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,YES,0,2,NO,66550,6050,12100,48400,N
976,143,33,500/1000,1000,1200.09,0,FEMALE,Associate,craft-repair,unmarried,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,NO,2,2,NO,70400,14080,7040,49280,N
977,266,42,100/300,500,1093.83,4000000,MALE,Associate,adm-clerical,other-relative,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,NO,1,1,NO,53280,4440,8880,39960,Y
978,89,32,250/500,1000,988.93,0,FEMALE,High School,craft-repair,unmarried,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,NO,2,3,YES,84590,15380,15380,53830,N
979,229,37,500/1000,1000,1331.94,0,FEMALE,Masters,farming-fishing,not-in-family,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,9920,9920,34720,N
980,245,40,500/1000,1000,1361.45,0,MALE,PhD,handlers-cleaners,unmarried,39300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,7470,7470,67230,N
981,50,44,250/500,2000,1188.51,0,MALE,College,handlers-cleaners,unmarried,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,NO,1,2,NO,61100,6110,12220,42770,N
982,230,43,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,other-relative,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,NO,0,3,YES,51900,5190,10380,36330,Y
983,17,39,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,unmarried,32500,-80800,Parked Car,NO Collision,Trivial Damage,Police,9,1,NO,2,1,NO,3440,430,430,2580,N
984,163,36,250/500,1000,1503.21,0,MALE,MD,other-service,husband,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,5710,11420,34260,N
985,29,32,100/300,1000,1722.5,0,MALE,High School,other-service,wife,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,NO,0,2,NO,76900,7690,7690,61520,N
986,232,42,100/300,500,944.03,0,MALE,College,handlers-cleaners,not-in-family,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,NO,77000,15400,7700,53900,Y
987,235,39,500/1000,2000,1453.61,4000000,MALE,JD,craft-repair,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,NO,0,3,NO,60320,9280,9280,41760,Y
988,295,46,100/300,500,1672.88,0,FEMALE,High School,armed-forces,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,YES,1,1,NO,60700,12140,6070,42490,N
989,22,21,250/500,1000,1248.05,0,FEMALE,High School,exec-managerial,husband,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,YES,1,2,NO,53280,5920,0,47360,N
990,286,43,100/300,500,1564.43,3000000,FEMALE,MD,prof-specialty,unmarried,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,NO,2,2,YES,34290,3810,3810,26670,N
991,257,44,100/300,1000,1280.88,0,MALE,MD,other-service,other-relative,59400,-32200,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,NO,0,1,NO,46980,0,5220,41760,N
992,94,26,100/300,500,722.66,0,MALE,MD,exec-managerial,husband,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,YES,1,2,YES,36700,3670,7340,25690,N
993,124,28,250/500,1000,1235.14,0,MALE,MD,exec-managerial,husband,0,-32100,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,NO,0,1,NO,60200,6020,6020,48160,N
994,141,30,500/1000,1000,1347.04,0,MALE,High School,sales,own-child,0,-82100,Parked Car,NO Collision,Minor Damage,No Authorities Contacted,6,1,NO,1,2,YES,6480,540,1080,4860,N
995,3,38,500/1000,1000,1310.8,0,FEMALE,Masters,craft-repair,unmarried,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,YES,0,1,NO,87200,17440,8720,61040,N
996,285,41,100/300,1000,1436.79,0,FEMALE,PhD,prof-specialty,wife,70900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,NO,108480,18080,18080,72320,N
997,130,34,250/500,500,1383.49,3000000,FEMALE,Masters,armed-forces,other-relative,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,3,YES,67500,7500,7500,52500,N
998,458,62,500/1000,2000,1356.92,5000000,MALE,Associate,handlers-cleaners,wife,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,NO,0,1,YES,46980,5220,5220,36540,N
999,456,60,250/500,1000,766.19,0,FEMALE,Associate,sales,husband,0,0,Parked Car,NO Collision,Minor Damage,Police,6,1,NO,0,3,NO,5060,460,920,3680,N
